rate_id,rate_date,rate_title,rate_value,traveller_type,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverage,ground_service,value_for_money,recommended
A Shuman,14th July 2017,"""never going to choose BA again""",1,Couple Leisure,Economy Class,Venice to Gatwick,July 2017,3,1,0,1,1,no
D Gordon,12th July 2017,"""won't be flying BA again""",3,Couple Leisure,Economy Class,New York JFK to Manchester via Heathrow,February 2017,1,2,2,1,2,no
Henry Loughlin,12th July 2017,"""crew are still doing a great job""",9,Solo Leisure,Economy Class,London to Boston,April 2017,4,5,5,4,5,yes
W Mierden,10th July 2017,"""am soon likely to hate it""",2,Couple Leisure,Business Class,Naples to Gatwick,July 2017,4,3,4,3,2,no
L Rowe,10th July 2017,"""angry and dissatisfied customer""",1,Business,Business Class,Toronto to London Heathrow,June 2017,1,4,1,3,1,no
B Daliana,10th July 2017,"""on a par with Ryanair""",3,Solo Leisure,Economy Class,London to Montreal,June 2017,2,2,1,3,2,no
C Rankin,10th July 2017,"""crew doing an excellent job""",8,Couple Leisure,Business Class,Newcastle to Geneva via London,July 2017,4,5,4,3,4,yes
S Sigurdursson,9th July 2017,"""experience has certainly changed""",8,Couple Leisure,Economy Class,London to Keflavik,June 2017,4,5,5,5,4,yes
J Dallen,9th July 2017,"""really pleasant experience""",8,Solo Leisure,Economy Class,London to Tokyo,July 2017,4,5,5,5,5,yes
K Sawyer,8th July 2017,"""see the decline in quality from BA""",4,Couple Leisure,Economy Class,Gatwick to Mauritius,June 2017,1,3,1,3,3,no
John Keeler,7th July 2017,"""declined due to cost cutting""",5,Couple Leisure,Premium Economy,Boston to Barcelona via London,July 2017,1,1,0,2,2,no
E Smyth,6th July 2017,"""pre-selected seats retained""",6,Family Leisure,Business Class,Gatwick to Mauritius,July 2017,3,3,3,4,3,yes
Neil Baines,6th July 2017,"""turn it into a budget airline""",2,Family Leisure,Economy Class,London Heathrow to Larnaca,June 2017,2,1,1,4,3,no
S Garton,5th July 2017,"""recommend to avoid flying with BA""",2,Business,Premium Economy,London to Hong Kong,June 2017,2,2,2,3,2,no
John Wallace,5th July 2017,"""serious need of a makeover""",1,Solo Leisure,Economy Class,Belfast to Munich via Heathrow,July 2017,3,4,0,1,1,no
Alan Thompson,5th July 2017,"""using a Qatar Airways plane""",7,Couple Leisure,Economy Class,London Heathrow to Tallinn,July 2017,4,5,4,3,4,yes
Alberto Ruiz,5th July 2017,"""living in the past century""",1,Couple Leisure,Economy Class,London to Barcelona,July 2017,3,2,1,1,1,no
D Graham,4th July 2017,"""a most unpleasant flight""",2,Solo Leisure,Economy Class,Dubrovnik to Gatwick,June 2017,1,1,1,1,1,no
S Teuget,4th July 2017,"""on par with EasyJet""",5,Couple Leisure,Economy Class,Stockholm to London Heathrow,July 2017,2,3,0,1,2,no
S Graham,4th July 2017,"""recommend taking own food""",2,Solo Leisure,Economy Class,London to Dubrovnik,June 2017,1,1,1,1,1,no
B Saunders,4th July 2017,"""Nothing special or memorable""",2,Business,Business Class,Accra to London Heathrow,July 2017,1,1,1,2,1,no
S Teuget,3rd July 2017,"""akin to a low cost carrier""",5,Couple Leisure,Economy Class,London Heathrow to Stockholm,June 2017,2,3,0,3,3,no
Peter Olbison,3rd July 2017,"""BA need to do better""",6,Couple Leisure,Economy Class,Malta to Gatwick,May 2017,3,1,1,4,2,yes
D Wardan,1st July 2017,"""Absolutely disgraceful""",1,Couple Leisure,Economy Class,London to Zagreb,June 2017,0,0,0,1,1,no
M Axford,1st July 2017,"""They are truly incompetent""",1,Couple Leisure,Economy Class,Manchester to Philadelphia,June 2017,2,1,1,2,1,no
Timothy Farr,30th June 2017,"""attentive and good natured""",10,Couple Leisure,First Class,Kuala Lumpur to London,June 2017,5,5,5,5,5,yes
Piers Croke,30th June 2017,"""Baggage had not been loaded""",2,Business,Economy Class,Frankfurt to London Heathrow,June 2017,2,2,0,1,1,no
B Samson,30th June 2017,"""Club World is now very tired and worn""",1,Business,Business Class,Heathrow to Accra,June 2017,1,2,1,1,1,no
D Harben,29th June 2017,"""airline is a national disgrace""",1,Couple Leisure,Business Class,London Heathrow to Seattle,June 2017,0,0,0,1,3,no
R Jarvis,29th June 2017,"""they are failing dismally""",1,Solo Leisure,Economy Class,Mykonos to London,June 2017,3,1,1,3,1,no
G Stratton,29th June 2017,"""I will no longer pick BA""",2,Couple Leisure,Economy Class,Zurich to London Heathrow,June 2017,1,1,1,4,1,no
Edward Smith,28th June 2017,"""BA has lost the plot""",1,Couple Leisure,Economy Class,Rome to Heathrow,June 2017,2,2,1,1,1,no
M Hart,27th June 2017,"""BA are going backwards""",3,Couple Leisure,Business Class,Chennai to London,November 2016,2,2,3,2,2,no
R Young,27th June 2017,"""Leg room was atrocious""",4,Couple Leisure,Business Class,London Gatwick to Genoa,June 2017,1,4,1,4,2,no
B Saunders,27th June 2017,"""now providing a very inferior product""",2,Business,Business Class,Beijing to London Heathrow,June 2017,1,2,1,2,2,no
Kevin Edgar,26th June 2017,"""BA please admit your mistake""",5,Couple Leisure,Economy Class,Corfu to London,June 2017,4,1,1,3,1,no
Melanie Marsh,25th June 2017,"""such bad customer service""",1,Couple Leisure,Economy Class,Heathrow to Santorini,May 2017,1,1,0,1,1,no
Kenneth Howie,24th June 2017,"""has been hit by cost savings""",8,Couple Leisure,Premium Economy,Leeds to Durban via London / Johannesburg,June 2017,4,4,4,4,4,yes
C Barnham,23rd June 2017,"""such a miserly product""",7,Solo Leisure,Economy Class,London Heathrow to Dublin,June 2017,5,5,3,1,2,yes
T Donovan,23rd June 2017,"""time to pull up its socks""",4,Business,Premium Economy,Bangkok to Luxembourg via London,June 2017,1,3,3,1,3,no
C Rankin,23rd June 2017,"""lack of honesty and transparency""",1,Business,Economy Class,London Heathrow to Paris Orly,June 2017,2,2,0,1,1,no
C Armstrong,22nd June 2017,"""inadequate for the money paid""",1,Solo Leisure,Premium Economy,New York JFK to Copenhagen via Heathrow,June 2017,1,2,1,1,1,no
H Jackson,21st June 2017,"""They should be ashamed of themselves""",1,Business,Economy Class,London to Hamburg,May 2017,1,1,1,1,1,no
W Charles,20th June 2017,"""I cannot recommend this cabin""",3,Solo Leisure,Premium Economy,Singapore to London Heathrow,June 2017,3,2,2,4,1,no
H Jackson,20th June 2017,"""I am very disappointed""",2,Business,Business Class,Singapore to London,June 2017,1,1,1,1,1,no
Mike Palmer,19th June 2017,"""whether I continue my loyalty""",7,Solo Leisure,Premium Economy,Toronto to London,May 2017,3,3,3,5,3,no
R Gregory,18th June 2017,"""stupidity, bad management and poor service""",1,Business,Economy Class,Dublin to Marseille via London,June 2017,1,1,1,1,1,no
B Stauffer,17th June 2017,"""crews very young, unprofessional""",2,Business,Premium Economy,Johannesburg to London,June 2017,4,1,1,4,2,no
John Rolfe,16th June 2017,"""Boarding was a disaster""",5,Couple Leisure,Business Class,Valencia to London Gatwick,June 2017,4,5,3,1,4,no
Craig Cutts,16th June 2017,"""possibly my last BA flights""",2,Business,Business Class,London to Edinburgh,June 2017,2,2,1,3,2,no
John Rolfe,16th June 2017,"""Meal service surprisingly good""",8,Couple Leisure,Business Class,London Gatwick to Valencia,June 2017,4,5,4,4,4,yes
Francesco Bosio,15th June 2017,"""service by a low-cost airline""",6,Solo Leisure,Economy Class,Brussels to Rome via London,June 2017,2,1,0,3,4,yes
M Williams,15th June 2017,"""cost cutting beyond belief""",1,Couple Leisure,Premium Economy,Antigua to Gatwick,June 2017,1,1,1,1,1,yes
John Drennan,13th June 2017,"""third world experience""",3,Solo Leisure,Business Class,London Heathrow to Madrid,June 2017,2,1,1,4,2,no
Jay Gallup,13th June 2017,"""the same price as normal""",8,Family Leisure,Business Class,Gatwick to Alicante,June 2017,3,5,4,5,5,yes
M Williams,13th June 2017,"""decline across all classes""",1,Couple Leisure,Economy Class,Gatwick to Antigua,June 2017,1,2,1,2,2,no
P Reardon,13th June 2017,"""a bare-bones airline""",1,Business,Business Class,London City to Milan,June 2017,2,4,1,2,1,no
R Burry,13th June 2017,"""very little care of customers""",1,Couple Leisure,Premium Economy,Boston to Geneva via Heathrow,June 2017,2,4,2,1,2,no
M Williams,12th June 2017,"""BA has gone downhill""",1,Couple Leisure,Economy Class,Gatwick to Bordeaux,January 2017,1,2,1,1,1,yes
R Drew,12th June 2017,"""a low cost experience""",1,Business,Premium Economy,London to Boston,June 2017,1,3,1,1,1,no
Greg Penola,12th June 2017,"""like a low cost carrier""",3,Family Leisure,Economy Class,Istanbul to London,May 2017,1,2,2,3,3,no
S Harvan,12th June 2017,"""Terrible customer service""",1,Business,Business Class,London to Mumbai,June 2017,0,0,0,1,1,no
B Foster,11th June 2017,"""BA is going in the wrong direction""",1,Business,Business Class,Dusseldorf to London City,June 2017,1,1,0,2,1,no
M Spencer,10th June 2017,"""a much lower standard than other airlines""",3,Couple Leisure,Premium Economy,London Heathrow to Sydney via Singapore,April 2017,2,2,2,2,1,no
W Cooper,10th June 2017,"""it's not really premium economy""",6,Solo Leisure,Premium Economy,London Heathrow to Hong Kong,June 2017,4,4,4,5,2,yes
T Palmer,9th June 2017,"""BA now gone to the dogs""",1,Family Leisure,First Class,London to Dubai,May 2017,3,5,2,1,1,no
Neil Solomons,8th June 2017,"""one of the worst airlines""",3,Business,Business Class,London to Vancouver,June 2017,2,1,1,4,1,no
M Simpson,8th June 2017,"""Overall not recommended""",3,Couple Leisure,Premium Economy,Tokyo to London Heathrow,June 2017,3,1,1,3,2,no
A Evans,8th June 2017,"""have become a long haul Ryanair""",1,Family Leisure,Economy Class,Heathrow to Miami,June 2017,1,2,1,3,2,no
Kathleen Kirby,8th June 2017,"""crew on both flights friendly and efficient""",9,Couple Leisure,Economy Class,London Heathrow to Brussels,June 2017,4,4,0,5,4,yes
A Marham,7th June 2017,"""from bad to worse""",1,Business,Economy Class,London Heathrow to Lisbon,June 2017,2,3,1,1,1,no
Lucye Deacon,7th June 2017,"""BA is going to the dogs""",3,Couple Leisure,Business Class,Lima to London Gatwick,May 2017,3,1,2,3,1,no
W Leeson,7th June 2017,"""service on BA really is terrible""",1,Couple Leisure,Economy Class,London to Johannesburg,June 2017,1,1,2,1,1,no
Vincent Borlaug,7th June 2017,"""I'm sticking with them""",10,Solo Leisure,Premium Economy,Washington to Sofia via London,May 2017,5,5,5,5,5,yes
J Rose,6th June 2017,"""are not a 4 star airline""",2,Couple Leisure,Economy Class,Edinburgh to Rome via Heathrow,June 2017,2,1,0,1,1,no
G Buss,6th June 2017,"""deteriorating service recently""",1,Couple Leisure,Business Class,Rome to London Heathrow,May 2017,1,1,1,1,1,no
V Graham,5th June 2017,"""a total disappointment""",2,Business,Economy Class,Tampa to Tirana via Gatwick,April 2017,2,3,1,3,2,no
D Logan,5th June 2017,"""this service is a joke""",1,Business,Business Class,Chicago to London Heathrow,May 2017,1,1,1,1,1,no
D Howell,4th June 2017,"""won the race to the bottom""",1,Couple Leisure,Economy Class,Gatwick to Funchal,May 2017,1,2,0,3,1,no
Colin Boakes,2nd June 2017,"""very evident cost cutting""",1,Couple Leisure,First Class,London Heathrow to Tokyo Narita,May 2017,4,2,1,5,1,no
S Johnson,1st June 2017,"""Absolute Cheapskates""",2,Couple Leisure,Business Class,Luxembourg to London,May 2017,2,3,1,3,2,no
L Rennie,1st June 2017,"""BA insisted I only had one bag allowance """,1,Business,Premium Economy,Geneva to Dallas via Heathrow,May 2017,2,3,0,1,1,no
D Lewis,30th May 2017,"""magic of our national carrier has gone""",3,Family Leisure,Economy Class,Heathrow to Bergen,May 2017,3,2,1,2,1,no
Craig Cain,30th May 2017,"""wasn't worth the hassle for me""",3,Business,Business Class,Seoul to London,May 2017,4,5,4,3,3,no
A Breceita,30th May 2017,"""worst customer service""",4,Business,Business Class,Los Angeles to London,May 2017,3,1,2,3,3,no
J Hanson,30th May 2017,"""Cheapskate airline now""",2,Solo Leisure,Economy Class,London Heathrow to Geneva,May 2017,2,5,0,1,1,no
R Warren,29th May 2017,"""business class is very cramped""",6,Couple Leisure,Business Class,Gatwick to Lima,April 2017,4,4,4,3,4,yes
Clive Norman,29th May 2017,"""no more than a budget carrier""",5,Business,Business Class,London Heathrow to Santorini,May 2017,1,2,1,2,1,no
L Denham,29th May 2017,"""cost cutting may back fire""",2,Solo Leisure,Economy Class,London Heathrow to Bilbao,April 2017,3,3,0,4,2,no
S Cartey,29th May 2017,"""very disappointing experience """,4,Couple Leisure,Economy Class,Madeira to Gatwick,May 2017,3,2,1,3,2,no
E Hakyano,28th May 2017,"""felt like budget airline""",6,Business,Economy Class,Edinburgh to Gatwick,April 2017,3,2,0,3,3,no
T Lameera,27th May 2017,"""abandoned us at Rome airport""",1,Family Leisure,Economy Class,Rome to London,May 2017,1,1,0,1,1,no
M Sissel,24th May 2017,"""little to no service""",8,Solo Leisure,Economy Class,Kuala Lumpur to London,May 2017,4,1,1,5,4,yes
J Sissel,24th May 2017,"""The crew were amazing""",9,Solo Leisure,Economy Class,London to Kuala Lumpur,May 2017,4,5,5,5,5,yes
S Roper,23rd May 2017,"""overall truly awful experience""",1,Business,Business Class,London Heathrow to Miami,May 2017,2,4,1,1,1,no
D Kramer,22nd May 2017,"""attendents cordial and professional""",6,Solo Leisure,Economy Class,Moscow to Houston via London,May 2017,3,3,3,3,4,yes
A Dasish,22nd May 2017,"""BA have hit rock bottom""",4,Business,Economy Class,London to Brussels,April 2017,3,4,0,4,2,no
Andrew Henderson,20th May 2017,"""it's basically a con""",1,Solo Leisure,Economy Class,London Heathrow to Las Vegas,April 2017,1,1,3,3,1,no
R Stratton,19th May 2017,"""a positive experience""",8,Couple Leisure,Economy Class,London to San Francisco,May 2017,4,5,5,4,4,yes
Mike O'Connor,17th May 2017,"""total lack of customer service""",1,Family Leisure,Economy Class,London to Reykjavik,December 2016,0,0,0,1,1,no
Dirk Verzijl,17th May 2017,"""expected service onboard""",9,Couple Leisure,Economy Class,Amsterdam to Tokyo via London,April 2017,4,5,4,3,4,yes
Ian Robinson,16th May 2017,"""Overall very disappointing""",3,Couple Leisure,Business Class,Antigua to Gatwick,May 2017,3,2,2,4,3,no
P Tanner,15th May 2017,"""could not be less interested""",2,Business,Economy Class,London to Amsterdam,May 2017,4,4,4,1,3,no
P Andrews,15th May 2017,"""the crew were fantastic""",10,Family Leisure,Economy Class,Orlando to Gatwick,May 2017,5,5,5,5,5,yes
Glen George,14th May 2017,"""this relic of an airline""",1,Business,Economy Class,London to Hong Kong,April 2017,0,0,0,1,1,no
J Frewen-Lord,14th May 2017,"""Overall a good experience""",8,Solo Leisure,Premium Economy,London to Toronto,May 2017,4,5,4,4,4,yes
M Darssen,13th May 2017,"""I have given up on avios""",6,Business,Business Class,Mexico City to Copenhagen via London,May 2017,3,2,2,4,5,yes
Ivan Oscar Sterza,13th May 2017,"""not improving where they should""",6,Business,Business Class,London to Santiago de Chile,May 2017,3,4,2,3,3,no
E Barmiden,13th May 2017,"""getting a refund is a nightmare""",3,Business,Economy Class,Gatwick to Amsterdam,February 2017,3,5,3,1,2,no
D Norden,12th May 2017,"""How far BA has sunk!""",3,Couple Leisure,Economy Class,London Heathrow to Nice,April 2017,1,2,1,4,1,no
B Perton,12th May 2017,"""I was very disappointed""",3,Solo Leisure,Economy Class,Athens to London,May 2017,3,3,1,3,2,no
Andrew McKee,11th May 2017,"""BA has lost two loyal customers""",1,Couple Leisure,Economy Class,London to Cape Town,April 2017,1,1,1,4,1,no
Colin Pay,11th May 2017,"""Good value if a free upgrade""",9,Couple Leisure,Business Class,LHR to TXL,May 2017,4,5,5,5,5,yes
A Lavinassou,10th May 2017,"""not the BA that people once knew""",1,Couple Leisure,Premium Economy,Rio de Janeiro to London,May 2017,1,1,1,1,1,no
C Lennard,9th May 2017,"""staff could not have cared less""",1,Business,Economy Class,London to Edinburgh,May 2017,2,1,0,1,1,no
N Pallan,9th May 2017,"""service is consistently unacceptable""",1,Couple Leisure,Economy Class,New York JFK to London,May 2017,1,1,1,1,1,no
Ian Robinson,9th May 2017,"""the flight was enjoyable""",7,Couple Leisure,Business Class,Gatwick to Antigua,April 2017,4,4,3,4,4,yes
Matt Tyler,8th May 2017,"""a very cheap offer to upgrade""",7,Business,Business Class,Berlin Tegel to London,May 2017,3,5,3,4,4,yes
R Vines,6th May 2017,"""my first choice out of City""",7,Solo Leisure,Economy Class,London City to Bergerac,May 2017,3,4,3,3,4,no
